account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,churn_label,ref_date,tenure_days,subs_count,mrr_mean,mrr_max,arr_mean,seats_mean,upgrades,downgrades,auto_renew_rate,trial_rate,latest_plan_tier,latest_billing_frequency,usage_events_30d,usage_count_sum_30d,usage_duration_sum_30d,errors_sum_30d,distinct_features_30d,beta_share_30d,usage_events_60d,usage_count_sum_60d,usage_duration_sum_60d,errors_sum_60d,distinct_features_60d,beta_share_60d,usage_events_90d,usage_count_sum_90d,usage_duration_sum_90d,errors_sum_90d,distinct_features_90d,beta_share_90d,tickets,urgent_rate,high_rate,res_time_mean,res_time_max,first_resp_mean,satisfaction_mean,satisfaction_missing,escalation_rate
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,1,1,2024-10-03,583,9.0,1046.6666666666667,5771.0,12560.0,15.333333333333334,3.0,1.0,0.7777777777777778,0.2222222222222222,Basic,annual,1.0,13.0,7488.0,0.0,1.0,0.0,1.0,13.0,7488.0,0.0,1.0,0.0,2.0,28.0,13998.0,0.0,2.0,0.0,3.0,0.0,0.3333333333333333,37.0,64.0,69.66666666666667,4.0,0.6666666666666666,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,0,1,2024-10-12,41,3.0,937.0,1292.0,11244.0,33.0,0.0,0.0,1.0,0.0,Pro,annual,1.0,11.0,2871.0,0.0,1.0,0.0,2.0,19.0,3279.0,0.0,2.0,0.0,6.0,53.0,10908.0,7.0,6.0,0.0,6.0,0.0,0.16666666666666666,28.5,49.0,78.83333333333333,4.5,0.3333333333333333,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,0,1,2024-04-12,345,9.0,1526.111111111111,8159.0,18313.333333333332,41.0,1.0,0.0,0.7777777777777778,0.4444444444444444,Pro,annual,5.0,48.0,17487.0,5.0,5.0,0.0,9.0,87.0,29005.0,7.0,7.0,0.0,10.0,92.0,30770.0,7.0,8.0,0.0,2.0,1.0,0.0,35.0,43.0,99.5,3.0,0.5,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,0,1,2024-12-04,69,4.0,717.75,1617.0,8613.0,33.0,0.0,0.0,0.75,0.25,Basic,monthly,1.0,7.0,3108.0,0.0,1.0,0.0,3.0,29.0,7854.0,1.0,3.0,0.0,4.0,40.0,9702.0,2.0,4.0,0.0,3.0,0.3333333333333333,0.0,21.0,41.0,53.666666666666664,4.0,0.0,0.0
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,0,0,2024-12-30,194,13.0,2498.230769230769,11741.0,29978.76923076923,34.92307692307692,0.0,0.0,0.7692307692307693,0.15384615384615385,Enterprise,monthly,3.0,35.0,13889.0,5.0,3.0,0.0,4.0,42.0,16675.0,6.0,4.0,0.0,8.0,82.0,33089.0,6.0,8.0,0.125,5.0,0.4,0.2,30.2,56.0,102.6,5.0,0.6,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,0,1,2024-09-26,313,9.0,3020.6666666666665,9154.0,36248.0,46.0,1.0,0.0,0.6666666666666666,0.0,Basic,annual,1.0,12.0,3720.0,0.0,1.0,1.0,3.0,27.0,6414.0,6.0,3.0,0.3333333333333333,6.0,58.0,19508.0,6.0,6.0,0.16666666666666666,4.0,0.5,0.5,37.75,68.0,67.5,4.0,0.5,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,0,1,2024-12-27,66,11.0,1649.8181818181818,7164.0,19797.81818181818,15.636363636363637,3.0,4.0,0.7272727272727273,0.0,Basic,monthly,2.0,20.0,2511.0,1.0,2.0,0.0,4.0,35.0,9494.0,2.0,4.0,0.0,8.0,79.0,28722.0,3.0,7.0,0.0,5.0,0.0,0.2,24.2,50.0,56.8,4.333333333333333,0.4,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,0,1,2024-09-25,164,6.0,3545.0,9751.0,42540.0,44.333333333333336,1.0,0.0,0.6666666666666666,0.3333333333333333,Pro,annual,,,,,,,5.0,54.0,11669.0,2.0,5.0,0.2,6.0,63.0,11939.0,2.0,6.0,0.16666666666666666,4.0,0.25,0.5,50.75,72.0,129.0,3.5,0.5,0.25
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,0,1,2024-11-03,122,9.0,1999.6666666666667,6965.0,23996.0,17.666666666666668,1.0,1.0,0.6666666666666666,0.1111111111111111,Pro,annual,2.0,17.0,5758.0,2.0,2.0,0.0,3.0,25.0,8814.0,2.0,3.0,0.0,4.0,44.0,10277.0,2.0,4.0,0.0,1.0,0.0,0.0,70.0,70.0,80.0,4.0,0.0,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,1,1,2024-01-20,314,3.0,2701.0,4179.0,32412.0,19.0,0.0,0.0,0.6666666666666666,0.0,Enterprise,annual,1.0,8.0,2328.0,0.0,1.0,0.0,1.0,8.0,2328.0,0.0,1.0,0.0,3.0,31.0,9666.0,1.0,3.0,0.3333333333333333,2.0,0.0,0.5,39.0,67.0,130.0,4.0,0.5,0.0
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,1,1,2024-12-25,168,13.0,2138.6923076923076,12537.0,25664.30769230769,28.307692307692307,1.0,0.0,0.8461538461538461,0.07692307692307693,Pro,annual,2.0,17.0,8984.0,0.0,2.0,0.0,4.0,43.0,13182.0,0.0,4.0,0.0,5.0,53.0,18162.0,1.0,5.0,0.0,5.0,0.0,0.0,35.4,70.0,63.0,4.75,0.2,0.0
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,0,1,2024-12-25,41,6.0,1778.1666666666667,6965.0,21338.0,25.166666666666668,1.0,0.0,0.8333333333333334,0.0,Pro,annual,3.0,36.0,16904.0,4.0,3.0,0.0,5.0,55.0,22496.0,4.0,5.0,0.0,7.0,77.0,29696.0,4.0,7.0,0.0,2.0,0.5,0.5,15.5,27.0,103.0,4.0,0.5,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,0,1,2024-09-04,342,8.0,491.875,1176.0,5902.5,10.125,0.0,1.0,0.875,0.25,Pro,monthly,2.0,16.0,4276.0,0.0,2.0,0.0,7.0,64.0,18269.0,3.0,7.0,0.0,9.0,73.0,21654.0,3.0,9.0,0.0,3.0,0.3333333333333333,0.0,42.0,71.0,166.33333333333334,4.0,0.0,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,0,1,2024-06-17,255,9.0,495.3333333333333,1393.0,5944.0,15.222222222222221,0.0,0.0,0.8888888888888888,0.2222222222222222,Basic,annual,4.0,25.0,7298.0,1.0,4.0,0.0,7.0,56.0,23417.0,3.0,7.0,0.0,11.0,100.0,28588.0,9.0,9.0,0.0,1.0,0.0,0.0,72.0,72.0,105.0,4.0,0.0,0.0
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,0,0,2024-12-29,25,15.0,3598.4,7363.0,43180.8,40.6,2.0,0.0,0.8,0.13333333333333333,Enterprise,annual,2.0,20.0,1637.0,1.0,2.0,0.0,4.0,37.0,8199.0,4.0,4.0,0.25,6.0,55.0,12753.0,8.0,6.0,0.16666666666666666,2.0,0.5,0.0,39.0,53.0,167.0,5.0,0.5,0.0
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,0,0,2024-12-30,635,8.0,1800.25,5572.0,21603.0,14.125,0.0,0.0,0.625,0.125,Pro,annual,4.0,52.0,18796.0,0.0,4.0,0.0,4.0,52.0,18796.0,0.0,4.0,0.0,5.0,58.0,21796.0,0.0,5.0,0.0,3.0,0.3333333333333333,0.6666666666666666,17.666666666666668,36.0,120.66666666666667,4.0,0.6666666666666666,0.0
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,0,1,2024-03-24,107,3.0,246.66666666666666,343.0,2960.0,6.666666666666667,0.0,0.0,1.0,0.0,Pro,monthly,6.0,51.0,14908.0,3.0,6.0,0.3333333333333333,8.0,81.0,27646.0,3.0,8.0,0.25,10.0,102.0,29786.0,7.0,10.0,0.2,,,,,,,,,
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,0,1,2024-04-30,33,4.0,418.0,836.0,5016.0,44.0,0.0,0.0,0.75,0.5,Basic,monthly,5.0,44.0,13335.0,2.0,4.0,0.0,10.0,97.0,31204.0,4.0,8.0,0.0,13.0,124.0,38497.0,6.0,10.0,0.0,2.0,0.5,0.0,21.5,37.0,77.5,5.0,0.5,0.0
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,0,1,2024-11-12,567,11.0,999.7272727272727,5635.0,11996.727272727272,25.90909090909091,1.0,1.0,0.9090909090909091,0.36363636363636365,Basic,annual,4.0,43.0,17824.0,1.0,4.0,0.25,7.0,74.0,26620.0,4.0,6.0,0.2857142857142857,8.0,81.0,27250.0,4.0,7.0,0.25,4.0,0.25,0.25,33.75,57.0,98.25,3.0,0.75,0.0
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,0,0,2024-12-30,693,9.0,2868.1111111111113,11940.0,34417.333333333336,21.22222222222222,1.0,0.0,0.7777777777777778,0.1111111111111111,Pro,annual,2.0,24.0,3600.0,3.0,2.0,0.0,6.0,66.0,18485.0,3.0,6.0,0.0,8.0,83.0,22304.0,4.0,8.0,0.0,1.0,1.0,0.0,51.0,51.0,128.0,,1.0,0.0
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,False,1,1,2024-11-09,548,8.0,438.875,2786.0,5266.5,19.125,1.0,0.0,0.875,0.375,Basic,annual,2.0,22.0,2529.0,4.0,2.0,0.5,3.0,29.0,5238.0,4.0,3.0,0.3333333333333333,7.0,61.0,15628.0,8.0,7.0,0.2857142857142857,7.0,0.14285714285714285,0.0,37.57142857142857,70.0,60.142857142857146,3.5,0.7142857142857143,0.14285714285714285
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,0,1,2024-09-11,404,8.0,2821.0,11144.0,33852.0,67.5,2.0,1.0,0.5,0.125,Enterprise,monthly,,,,,,,3.0,31.0,11509.0,0.0,3.0,0.0,7.0,69.0,24475.0,0.0,6.0,0.2857142857142857,2.0,0.0,0.5,42.5,61.0,58.0,5.0,0.5,0.0
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,0,0,2024-12-26,309,10.0,1353.2,4577.0,16238.4,11.4,2.0,0.0,0.9,0.4,Enterprise,annual,2.0,15.0,3514.0,2.0,2.0,0.0,3.0,21.0,5242.0,5.0,3.0,0.0,4.0,36.0,7402.0,5.0,4.0,0.0,4.0,0.0,0.5,28.5,66.0,61.0,5.0,0.5,0.0
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,0,1,2024-08-08,404,14.0,1337.642857142857,5970.0,16051.714285714286,18.857142857142858,2.0,0.0,0.8571428571428571,0.07142857142857142,Enterprise,monthly,4.0,49.0,10058.0,1.0,4.0,0.0,6.0,69.0,16502.0,3.0,6.0,0.0,10.0,109.0,26492.0,3.0,10.0,0.0,3.0,0.0,0.6666666666666666,35.666666666666664,61.0,128.33333333333334,4.0,0.3333333333333333,0.0
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,0,1,2024-12-19,33,7.0,1655.7142857142858,7562.0,19868.571428571428,38.0,1.0,1.0,1.0,0.2857142857142857,Pro,annual,1.0,11.0,5522.0,0.0,1.0,0.0,5.0,47.0,14130.0,7.0,5.0,0.2,5.0,47.0,14130.0,7.0,5.0,0.2,3.0,0.6666666666666666,0.3333333333333333,26.666666666666668,46.0,107.33333333333333,4.0,0.6666666666666666,0.0
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,False,1,1,2024-08-09,547,6.0,1621.3333333333333,7562.0,19456.0,38.0,0.0,0.0,1.0,0.3333333333333333,Basic,annual,1.0,8.0,3000.0,2.0,1.0,0.0,5.0,41.0,16992.0,4.0,4.0,0.0,5.0,41.0,16992.0,4.0,4.0,0.0,1.0,0.0,0.0,36.0,36.0,79.0,,1.0,0.0
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,0,1,2024-12-27,414,16.0,1719.125,6965.0,20629.5,24.75,2.0,1.0,0.875,0.125,Basic,annual,2.0,14.0,3047.0,2.0,2.0,0.0,4.0,36.0,5467.0,2.0,4.0,0.0,7.0,60.0,10549.0,2.0,7.0,0.0,3.0,0.3333333333333333,0.0,42.333333333333336,60.0,118.0,3.0,0.6666666666666666,0.3333333333333333
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,0,1,2023-12-08,5,,,,,,,,,,,,3.0,33.0,14003.0,0.0,3.0,0.0,4.0,46.0,18111.0,0.0,4.0,0.25,5.0,57.0,20630.0,1.0,4.0,0.4,2.0,0.0,0.0,25.0,29.0,144.5,3.0,0.5,0.0
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,0,0,2024-12-30,73,12.0,5765.333333333333,18308.0,69184.0,93.58333333333333,0.0,0.0,0.75,0.3333333333333333,Enterprise,annual,1.0,9.0,594.0,0.0,1.0,0.0,5.0,52.0,12710.0,3.0,5.0,0.2,5.0,52.0,12710.0,3.0,5.0,0.2,6.0,0.3333333333333333,0.16666666666666666,39.833333333333336,66.0,82.5,3.5,0.0,0.0
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,0,0,2024-12-26,697,7.0,3127.714285714286,8159.0,37532.57142857143,41.0,2.0,0.0,1.0,0.14285714285714285,Enterprise,monthly,2.0,21.0,6943.0,0.0,2.0,0.0,2.0,21.0,6943.0,0.0,2.0,0.0,5.0,52.0,19650.0,1.0,5.0,0.0,,,,,,,,,
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,0,1,2024-12-11,116,6.0,1799.1666666666667,6027.0,21590.0,46.666666666666664,0.0,0.0,0.8333333333333334,0.16666666666666666,Pro,monthly,3.0,31.0,13527.0,3.0,3.0,0.0,5.0,43.0,17218.0,4.0,5.0,0.0,5.0,43.0,17218.0,4.0,5.0,0.0,4.0,0.0,0.25,38.5,56.0,53.75,3.75,0.0,0.25
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,0,1,2024-12-24,370,9.0,1188.0,6567.0,14256.0,39.55555555555556,0.0,0.0,0.7777777777777778,0.3333333333333333,Basic,monthly,2.0,20.0,4072.0,0.0,2.0,0.0,9.0,84.0,25252.0,7.0,9.0,0.1111111111111111,10.0,90.0,27496.0,8.0,10.0,0.1,3.0,0.6666666666666666,0.0,35.333333333333336,52.0,65.33333333333333,4.333333333333333,0.0,0.0
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,0,1,2024-08-20,203,10.0,3601.7,9552.0,43220.4,49.7,2.0,0.0,0.8,0.3,Enterprise,annual,1.0,13.0,4914.0,0.0,1.0,0.0,3.0,34.0,11820.0,2.0,3.0,0.0,6.0,55.0,20597.0,3.0,5.0,0.0,3.0,0.6666666666666666,0.0,51.666666666666664,70.0,96.0,4.666666666666667,0.0,0.3333333333333333
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,0,1,2024-11-10,233,4.0,3759.75,6368.0,45117.0,35.75,0.0,0.0,0.75,0.25,Pro,monthly,,,,,,,,,,,,,1.0,11.0,1452.0,2.0,1.0,0.0,6.0,0.3333333333333333,0.3333333333333333,42.666666666666664,68.0,116.0,4.666666666666667,0.5,0.0
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,0,1,2024-12-26,39,11.0,3090.909090909091,7761.0,37090.90909090909,36.45454545454545,0.0,2.0,0.9090909090909091,0.09090909090909091,Pro,monthly,4.0,45.0,14556.0,0.0,4.0,0.0,8.0,89.0,25921.0,0.0,8.0,0.125,9.0,105.0,29329.0,0.0,9.0,0.1111111111111111,3.0,0.6666666666666666,0.3333333333333333,56.333333333333336,67.0,104.33333333333333,3.5,0.3333333333333333,0.0
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,0,0,2024-12-26,387,13.0,2207.769230769231,13930.0,26493.23076923077,25.23076923076923,1.0,1.0,0.8461538461538461,0.3076923076923077,Enterprise,annual,4.0,35.0,8910.0,1.0,4.0,0.0,4.0,35.0,8910.0,1.0,4.0,0.0,5.0,48.0,11211.0,1.0,5.0,0.0,4.0,0.75,0.25,44.75,65.0,53.5,4.5,0.5,0.0
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,0,0,2024-12-26,418,8.0,2834.375,15522.0,34012.5,31.0,2.0,0.0,0.875,0.125,Pro,annual,4.0,37.0,10679.0,2.0,4.0,0.25,6.0,63.0,18793.0,2.0,5.0,0.16666666666666666,8.0,84.0,26848.0,3.0,7.0,0.125,8.0,0.75,0.0,45.125,68.0,91.125,4.0,0.375,0.0
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,1,1,2024-12-27,314,13.0,1080.6153846153845,5572.0,12967.384615384615,16.0,1.0,2.0,1.0,0.15384615384615385,Enterprise,monthly,2.0,22.0,9462.0,0.0,2.0,0.0,5.0,58.0,22104.0,0.0,4.0,0.2,8.0,88.0,29394.0,0.0,6.0,0.125,2.0,0.0,0.0,35.5,52.0,50.5,4.0,0.0,0.0
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,0,0,2024-12-29,48,7.0,2928.1428571428573,6368.0,35137.71428571428,19.571428571428573,2.0,0.0,0.42857142857142855,0.2857142857142857,Enterprise,monthly,4.0,42.0,19951.0,1.0,4.0,0.0,5.0,54.0,26707.0,1.0,5.0,0.0,5.0,54.0,26707.0,1.0,5.0,0.0,3.0,0.6666666666666666,0.3333333333333333,40.666666666666664,47.0,38.333333333333336,4.0,0.6666666666666666,0.0
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,0,0,2024-12-22,139,9.0,2956.4444444444443,9950.0,35477.333333333336,17.555555555555557,0.0,0.0,0.7777777777777778,0.1111111111111111,Enterprise,monthly,2.0,16.0,3708.0,0.0,2.0,0.0,4.0,33.0,7143.0,1.0,4.0,0.0,6.0,54.0,15046.0,2.0,6.0,0.16666666666666666,3.0,0.3333333333333333,0.3333333333333333,47.333333333333336,71.0,65.0,3.5,0.3333333333333333,0.0
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,1,1,2024-12-19,425,12.0,1490.3333333333333,11144.0,17884.0,20.583333333333332,0.0,1.0,0.8333333333333334,0.25,Enterprise,annual,5.0,57.0,22827.0,9.0,5.0,0.0,9.0,104.0,33934.0,9.0,9.0,0.0,15.0,168.0,59632.0,10.0,15.0,0.13333333333333333,9.0,0.1111111111111111,0.3333333333333333,36.55555555555556,72.0,81.77777777777777,4.0,0.6666666666666666,0.0
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,0,1,2024-12-31,60,10.0,383.1,2388.0,4597.2,11.5,2.0,0.0,0.9,0.3,Basic,monthly,,,,,,,4.0,37.0,9404.0,3.0,4.0,0.25,5.0,46.0,13985.0,5.0,5.0,0.2,8.0,0.25,0.25,48.75,64.0,98.125,4.166666666666667,0.25,0.125
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,0,0,2024-12-30,511,14.0,1499.2142857142858,9353.0,17990.571428571428,22.214285714285715,1.0,1.0,0.7142857142857143,0.35714285714285715,Basic,monthly,,,,,,,3.0,34.0,12542.0,4.0,3.0,0.0,7.0,92.0,35261.0,4.0,7.0,0.14285714285714285,7.0,0.14285714285714285,0.5714285714285714,38.285714285714285,62.0,110.42857142857143,3.5,0.42857142857142855,0.0
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,0,1,2024-11-29,612,10.0,1281.3,3781.0,15375.6,23.3,1.0,0.0,0.7,0.3,Pro,monthly,1.0,11.0,1419.0,0.0,1.0,0.0,4.0,41.0,12700.0,4.0,4.0,0.0,8.0,89.0,27665.0,4.0,8.0,0.0,5.0,0.4,0.2,43.0,64.0,104.0,4.0,0.4,0.2
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,1,1,2024-06-17,438,7.0,1245.857142857143,4378.0,14950.285714285714,16.0,0.0,0.0,0.8571428571428571,0.14285714285714285,Pro,monthly,1.0,7.0,1631.0,0.0,1.0,0.0,1.0,7.0,1631.0,0.0,1.0,0.0,2.0,20.0,7520.0,0.0,2.0,0.0,2.0,0.0,0.0,62.5,71.0,140.5,4.0,0.5,0.0
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,0,1,2023-08-24,85,2.0,323.0,418.0,3876.0,17.0,1.0,0.0,1.0,0.0,Basic,annual,6.0,66.0,16045.0,4.0,6.0,0.3333333333333333,8.0,86.0,25125.0,4.0,8.0,0.25,11.0,116.0,32699.0,4.0,11.0,0.18181818181818182,2.0,0.0,0.0,42.5,50.0,107.0,5.0,0.5,0.0
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,1,1,2023-05-25,70,1.0,2156.0,2156.0,25872.0,44.0,1.0,0.0,1.0,0.0,Pro,annual,3.0,33.0,6113.0,1.0,3.0,0.0,4.0,45.0,9605.0,1.0,4.0,0.0,6.0,62.0,18053.0,2.0,6.0,0.0,2.0,0.0,0.0,9.0,13.0,110.0,,1.0,0.0
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,0,0,2024-12-30,16,9.0,827.8888888888889,2989.0,9934.666666666666,17.22222222222222,1.0,1.0,0.7777777777777778,0.1111111111111111,Basic,annual,2.0,16.0,7772.0,5.0,2.0,0.0,4.0,29.0,11091.0,5.0,4.0,0.0,6.0,45.0,12595.0,5.0,6.0,0.0,5.0,0.4,0.6,44.8,70.0,71.6,5.0,0.8,0.0
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,0,1,2024-12-22,50,15.0,2428.0,5970.0,29136.0,27.933333333333334,3.0,2.0,0.8,0.13333333333333333,Enterprise,annual,5.0,46.0,15415.0,2.0,5.0,0.0,7.0,66.0,23985.0,2.0,6.0,0.0,8.0,73.0,25000.0,2.0,7.0,0.0,,,,,,,,,
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,0,1,2024-03-30,230,4.0,4529.25,12139.0,54351.0,61.0,0.0,0.0,0.75,0.25,Enterprise,monthly,1.0,9.0,3195.0,1.0,1.0,0.0,3.0,32.0,7126.0,6.0,3.0,0.0,5.0,50.0,14595.0,9.0,4.0,0.0,4.0,0.0,0.5,34.75,71.0,106.25,3.5,0.5,0.0
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,0,1,2023-12-29,311,3.0,2502.0,3582.0,30024.0,18.0,1.0,0.0,1.0,0.0,Basic,monthly,,,,,,,2.0,20.0,9815.0,1.0,2.0,0.5,3.0,26.0,11405.0,1.0,3.0,0.3333333333333333,2.0,1.0,0.0,17.0,19.0,102.5,5.0,0.5,0.0
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,1,1,2024-10-22,524,11.0,1555.5454545454545,6368.0,18666.545454545456,24.454545454545453,1.0,0.0,0.9090909090909091,0.0,Enterprise,annual,3.0,32.0,11916.0,0.0,3.0,0.3333333333333333,5.0,52.0,13956.0,1.0,5.0,0.2,6.0,63.0,20424.0,1.0,6.0,0.16666666666666666,5.0,0.0,0.6,48.2,72.0,119.2,3.3333333333333335,0.4,0.2
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,1,1,2024-12-29,404,8.0,937.875,3184.0,11254.5,16.25,2.0,0.0,0.75,0.125,Basic,annual,1.0,9.0,3411.0,0.0,1.0,0.0,1.0,9.0,3411.0,0.0,1.0,0.0,3.0,24.0,7296.0,1.0,2.0,0.0,4.0,0.0,0.0,31.0,72.0,72.5,3.0,0.75,0.0
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,0,0,2024-12-14,152,6.0,3071.6666666666665,7562.0,36860.0,38.0,0.0,0.0,1.0,0.16666666666666666,Pro,annual,1.0,4.0,812.0,0.0,1.0,0.0,4.0,36.0,12081.0,2.0,4.0,0.5,5.0,48.0,18933.0,2.0,5.0,0.4,3.0,0.6666666666666666,0.0,28.333333333333332,38.0,83.33333333333333,3.6666666666666665,0.0,0.3333333333333333
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,0,1,2024-04-07,197,2.0,2487.5,4975.0,29850.0,15.0,0.0,1.0,1.0,0.5,Basic,annual,3.0,37.0,13163.0,3.0,3.0,0.0,6.0,76.0,26453.0,3.0,6.0,0.0,8.0,88.0,28233.0,3.0,8.0,0.0,2.0,0.0,0.0,33.0,51.0,96.5,,1.0,0.0
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,0,0,2024-12-26,229,9.0,2676.0,17512.0,32112.0,23.88888888888889,0.0,0.0,0.6666666666666666,0.2222222222222222,Enterprise,monthly,4.0,43.0,8541.0,4.0,4.0,0.0,7.0,70.0,14955.0,5.0,7.0,0.0,10.0,105.0,23477.0,6.0,8.0,0.1,5.0,0.0,0.2,45.0,59.0,75.4,4.0,0.6,0.0
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,1,1,2024-10-19,365,9.0,1498.2222222222222,6766.0,17978.666666666668,26.444444444444443,2.0,0.0,0.7777777777777778,0.1111111111111111,Enterprise,annual,1.0,9.0,1710.0,1.0,1.0,0.0,8.0,70.0,18878.0,2.0,7.0,0.125,15.0,132.0,34555.0,6.0,13.0,0.06666666666666667,5.0,0.2,0.2,35.4,71.0,71.2,4.6,0.0,0.2
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,0,0,2024-12-20,637,6.0,1776.5,6567.0,21318.0,23.5,0.0,1.0,1.0,0.0,Basic,monthly,2.0,22.0,7469.0,0.0,2.0,0.5,4.0,47.0,18905.0,4.0,4.0,0.25,10.0,112.0,37262.0,13.0,10.0,0.1,4.0,0.0,0.25,23.25,44.0,58.25,,1.0,0.25
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,1,1,2024-12-31,574,11.0,2275.818181818182,8557.0,27309.81818181818,39.27272727272727,4.0,1.0,0.6363636363636364,0.18181818181818182,Pro,annual,3.0,33.0,11353.0,0.0,3.0,0.3333333333333333,7.0,63.0,20883.0,3.0,7.0,0.14285714285714285,10.0,91.0,32139.0,3.0,8.0,0.1,5.0,0.2,0.6,21.2,47.0,90.4,4.25,0.2,0.0
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,1,1,2024-10-04,87,4.0,1012.0,3980.0,12144.0,18.75,1.0,1.0,1.0,0.25,Basic,annual,2.0,18.0,7490.0,1.0,2.0,0.0,5.0,42.0,12810.0,6.0,5.0,0.2,6.0,50.0,16338.0,8.0,6.0,0.16666666666666666,3.0,0.0,0.6666666666666666,29.0,42.0,81.33333333333333,4.0,0.0,0.0
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,0,0,2024-12-11,312,9.0,2697.1111111111113,8557.0,32365.333333333332,22.22222222222222,2.0,0.0,0.8888888888888888,0.2222222222222222,Enterprise,monthly,1.0,7.0,1834.0,1.0,1.0,0.0,6.0,51.0,14462.0,5.0,6.0,0.0,6.0,51.0,14462.0,5.0,6.0,0.0,3.0,0.3333333333333333,0.3333333333333333,33.333333333333336,52.0,49.666666666666664,5.0,0.6666666666666666,0.0
